INPUT SEQUENCE INFO:
Input Name ::	0_23_01_2022_050326_355793_input.fsa.translated
#input_seq:	contig02_457 # 487821 # 489680 # 1 # ID=2_457;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.326
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative exported protein	CAG44347	Yes	100.0

#input_seq:	contig07_1 # 900 # 2657 # 1 # ID=7_1;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.261
#matched_seq:	266	BX571858	Staphylococcus aureus plasmid pSAS, complete genome.	Bacillales	putative beta-lactamase regulatory protein	CAG43262	Yes	100.0

#input_seq:	contig03_149 # 188276 # 189964 # 1 # ID=3_149;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.319
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase	ABQ48049	Yes	100.0

#input_seq:	contig01_171 # 181619 # 183250 # 1 # ID=1_171;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.322
#matched_seq:	306	BA000033	Staphylococcus aureus subsp. aureus MW2 DNA, complete genome.	Bacillales	UNKNOWN	BAB94511	Yes	100.0

#input_seq:	contig02_427 # 446803 # 448425 # -1 # ID=2_427;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.355
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	choline/carnitine/betaine transporter	ABQ50413	Yes	100.0

#input_seq:	contig05_12 # 9688 # 11271 # -1 # ID=5_12;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.316
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	membrane-flanked domain	ABQ49892	Yes	100.0

#input_seq:	contig03_126 # 160260 # 161765 # -1 # ID=3_126;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.373
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22585	Yes	100.0

#input_seq:	contig01_1009 # 1078896 # 1080359 # -1 # ID=1_1009;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.277
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative membrane protein	CAG43288	Yes	100.0

#input_seq:	contig01_249 # 270514 # 271953 # 1 # ID=1_249;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.296
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	Tetratricopeptide TP	ABQ48590	Yes	100.0

#input_seq:	contig01_56 # 70512 # 71912 # 1 # ID=1_56;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.343
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	major facilitator superfamily MF	ABQ48400	Yes	100.0

#input_seq:	contig01_528 # 540125 # 541525 # -1 # ID=1_528;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.333
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	ABC transporter ATP-binding protein	CAG42786	Yes	100.0

#input_seq:	contig03_113 # 141197 # 142576 # 1 # ID=3_113;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.362
#matched_seq:	18801	AP009351	Staphylococcus aureus subsp. aureus str. Newman DNA, complete genome.	Bacillales	sugar phosphate transport protein	BAF66430	Yes	100.0

#input_seq:	contig01_936 # 1011421 # 1012800 # -1 # ID=1_936;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.338
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD20678	Yes	100.0

#input_seq:	contig02_187 # 180583 # 181956 # 1 # ID=2_187;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.314
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD20812	Yes	100.0

#input_seq:	contig05_78 # 76606 # 77979 # -1 # ID=5_78;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.320
#matched_seq:	265	BX571856	Staphylococcus aureus subsp. aureus strain MRSA252, complete genome.	Bacillales	hypothetical protein	CAG41210	Yes	100.0

#input_seq:	contig01_178 # 189898 # 191271 # 1 # ID=1_178;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.341
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative DNA photolyase	CAG42432	Yes	100.0

#input_seq:	contig01_495 # 501436 # 502797 # 1 # ID=1_495;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.319
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	isochorismate synthase	ABQ48901	Yes	100.0

#input_seq:	contig02_544 # 590063 # 591397 # 1 # ID=2_544;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.352
#matched_seq:	18509	AP009324	Staphylococcus aureus subsp. aureus Mu3 DNA, complete genome.	Bacillales	conserved hypothetical protein	BAF76903	Yes	100.0

#input_seq:	contig01_622 # 637577 # 638896 # 1 # ID=1_622;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.313
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD21866	Yes	100.0

#input_seq:	contig01_532 # 543589 # 544884 # 1 # ID=1_532;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.291
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	hypothetical protein	ABQ48940	Yes	100.0

#input_seq:	contig01_831 # 870374 # 871633 # 1 # ID=1_831;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.316
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	Methicillin resistance protein	ABQ49230	Yes	100.0

#input_seq:	contig02_161 # 154226 # 155485 # 1 # ID=2_161;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.334
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	Abortive infection protein	ABQ50140	Yes	100.0

#input_seq:	contig03_78 # 90299 # 91549 # 1 # ID=3_78;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.327
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22579	Yes	100.0

#input_seq:	contig03_128 # 163722 # 164951 # 1 # ID=3_128;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.342
#matched_seq:	18801	AP009351	Staphylococcus aureus subsp. aureus str. Newman DNA, complete genome.	Bacillales	conserved hypothetical protein	BAF66444	Yes	100.0

#input_seq:	contig03_32 # 39687 # 40925 # 1 # ID=3_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.302
#matched_seq:	306	BA000033	Staphylococcus aureus subsp. aureus MW2 DNA, complete genome.	Bacillales	UNKNOWN	BAB93970	Yes	100.0

#input_seq:	contig02_479 # 518197 # 519435 # 1 # ID=2_479;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.344
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22205	Yes	100.0

#input_seq:	contig03_60 # 72252 # 73490 # 1 # ID=3_60;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.270
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	capsular polysaccharide synthesis enzyme	CAG41902	Yes	100.0

#input_seq:	contig01_1281 # 1379417 # 1380640 # -1 # ID=1_1281;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.297
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative transporter protein	CAG43561	Yes	100.0

#input_seq:	contig01_1062 # 1129183 # 1130403 # -1 # ID=1_1062;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.268
#matched_seq:	18509	AP009324	Staphylococcus aureus subsp. aureus Mu3 DNA, complete genome.	Bacillales	conserved hypothetical protein	BAF78473	Yes	100.0

#input_seq:	contig04_158 # 147923 # 149140 # -1 # ID=4_158;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.323
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	putative ribonuclease BN	ABQ49722	Yes	100.0

#input_seq:	contig01_1289 # 1388878 # 1390074 # -1 # ID=1_1289;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.300
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	metallophosphoesterase	ABQ49682	Yes	100.0

#input_seq:	contig01_509 # 519426 # 520619 # 1 # ID=1_509;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.284
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	beta-lactamase	ABQ48916	Yes	100.0

#input_seq:	contig04_78 # 65234 # 66421 # 1 # ID=4_78;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.317
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22216	Yes	100.0

#input_seq:	contig01_500 # 506667 # 507848 # -1 # ID=1_500;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.301
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	cysteine protease precursor	CAG42758	Yes	100.0

#input_seq:	contig01_390 # 385904 # 387079 # 1 # ID=1_390;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.321
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	DltD, central domain protein	ABQ48736	Yes	100.0

#input_seq:	contig01_472 # 477165 # 478340 # -1 # ID=1_472;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.326
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	Monogalactosyldiacylglycerol synthase	ABQ48816	Yes	100.0

#input_seq:	contig01_32 # 37035 # 38210 # -1 # ID=1_32;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.351
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	amidohydrolase	ABQ48376	Yes	100.0

#input_seq:	contig04_80 # 67166 # 68311 # 1 # ID=4_80;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.353
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD20699	Yes	100.0

#input_seq:	contig01_433 # 437463 # 437714 # 1 # ID=1_433;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.270
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	2-isopropylmalate synthase	ABQ48777	Yes	100.0

#input_seq:	contig05_86 # 84996 # 86132 # -1 # ID=5_86;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.259
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22232	Yes	100.0

#input_seq:	contig01_1174 # 1256926 # 1258056 # -1 # ID=1_1174;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.317
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD21530	Yes	100.0

#input_seq:	contig01_228 # 244579 # 245703 # 1 # ID=1_228;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.346
#matched_seq:	18801	AP009351	Staphylococcus aureus subsp. aureus str. Newman DNA, complete genome.	Bacillales	conserved hypothetical protein	BAF66983	Yes	100.0

#input_seq:	contig01_885 # 925330 # 926454 # -1 # ID=1_885;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.348
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	PBS lyase HEAT domain protein repeat-containing protein	ABQ49283	Yes	100.0

#input_seq:	contig01_435 # 438332 # 439450 # 1 # ID=1_435;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.237
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD20942	Yes	100.0

#input_seq:	contig03_345 # 386275 # 387387 # -1 # ID=3_345;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	YibE/F family protein	ABQ48295	Yes	100.0

#input_seq:	contig02_397 # 416825 # 417745 # -1 # ID=2_397;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.343
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	hypothetical protein	CAG44286	Yes	100.0

#input_seq:	contig01_513 # 524026 # 525126 # -1 # ID=1_513;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.343
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	quinol oxidase AA3, subunit II	ABQ48920	Yes	100.0

#input_seq:	contig05_84 # 82671 # 83762 # 1 # ID=5_84;partial=00;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.272
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative membrane protein	CAG43858	Yes	100.0

#input_seq:	contig02_128 # 118306 # 119388 # -1 # ID=2_128;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.334
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	NAD/NADP octopine/nopaline dehydrogenase	ABQ50105	Yes	100.0

#input_seq:	contig01_236 # 253217 # 254299 # 1 # ID=1_236;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.324
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22800	Yes	100.0

#input_seq:	contig03_57 # 69223 # 70302 # 1 # ID=3_57;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.272
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	capsular polysaccharide synthesis enzyme	CAG41899	Yes	100.0

#input_seq:	contig01_1004 # 1074712 # 1075782 # -1 # ID=1_1004;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.274
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	type II secretion system protein	ABQ49394	Yes	100.0

#input_seq:	contig01_566 # 581513 # 582583 # -1 # ID=1_566;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	cytochrome oxidase assembly	ABQ48975	Yes	100.0

#input_seq:	contig04_41 # 46022 # 47059 # -1 # ID=4_41;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.307
#matched_seq:	18801	AP009351	Staphylococcus aureus subsp. aureus str. Newman DNA, complete genome.	Bacillales	phage integrase	BAF68197	Yes	100.0

#input_seq:	contig01_128 # 138677 # 139738 # 1 # ID=1_128;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.321
#matched_seq:	18801	AP009351	Staphylococcus aureus subsp. aureus str. Newman DNA, complete genome.	Bacillales	glycosyltransferase tagX	BAF66882	Yes	100.0

#input_seq:	contig02_185 # 178724 # 179779 # -1 # ID=2_185;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.305
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	protein of unknown function DUF214	ABQ50164	Yes	100.0

#input_seq:	contig01_192 # 204910 # 205965 # -1 # ID=1_192;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.304
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	integral membrane sensor signal transduction histidine kinase	ABQ48532	Yes	100.0

#input_seq:	contig02_346 # 361049 # 362092 # -1 # ID=2_346;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.375
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22624	Yes	100.0

#input_seq:	contig02_164 # 157299 # 158318 # -1 # ID=2_164;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.313
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD22182	Yes	100.0

#input_seq:	contig04_39 # 43624 # 44640 # 1 # ID=4_39;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.304
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative leukocidin F subunit	CAG43730	Yes	100.0

#input_seq:	contig02_393 # 412497 # 413507 # 1 # ID=2_393;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.344
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD21821	Yes	100.0

#input_seq:	contig03_243 # 283916 # 284911 # -1 # ID=3_243;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.349
#matched_seq:	306	BA000033	Staphylococcus aureus subsp. aureus MW2 DNA, complete genome.	Bacillales	conserved hypothetical protein	BAB94182	Yes	100.0

#input_seq:	contig01_837 # 876006 # 876992 # -1 # ID=1_837;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.312
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD20380	Yes	100.0

#input_seq:	contig04_172 # 159989 # 160966 # -1 # ID=4_172;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.351
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	membrane-bound metal-dependent hydrolase	ABQ49708	Yes	100.0

#input_seq:	contig01_1042 # 1111628 # 1112605 # -1 # ID=1_1042;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.283
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	heat-inducible transcription repressor HrcA	ABQ49433	Yes	100.0

#input_seq:	contig02_84 # 76242 # 77129 # 1 # ID=2_84;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.316
#matched_seq:	18509	AP009324	Staphylococcus aureus subsp. aureus Mu3 DNA, complete genome.	Bacillales	conserved hypothetical protein	BAF79122	Yes	100.0

#input_seq:	contig02_536 # 578583 # 579551 # 1 # ID=2_536;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.353
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative hydrolase	CAG41784	Yes	100.0

#input_seq:	contig03_116 # 145239 # 146207 # -1 # ID=3_116;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	ABC-type Fe3+ transport system periplasmic component-like protein	ABQ48016	Yes	100.0

#input_seq:	contig03_167 # 209077 # 210024 # 1 # ID=3_167;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.399
#matched_seq:	19489	CP000730	Staphylococcus aureus subsp. aureus USA30	Bacillales	CH1516, complete genome.	ABX28320	Yes	100.0

#input_seq:	contig01_584 # 597462 # 598430 # 1 # ID=1_584;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.327
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	transport system permease protein	ABQ48993	Yes	100.0

#input_seq:	contig02_243 # 240857 # 241822 # 1 # ID=2_243;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	beta-channel forming cytolysin	ABQ50222	Yes	100.0

#input_seq:	contig03_69 # 82064 # 83023 # 1 # ID=3_69;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.318
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative cation efflux system protein	CAG41911	Yes	100.0

#input_seq:	contig03_286 # 325395 # 326351 # -1 # ID=3_286;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.377
#matched_seq:	16313	CP000255	Staphylococcus aureus subsp. aureus USA30	Bacillales	PR3757, complete genome.	ABD21708	Yes	100.0

#input_seq:	contig04_20 # 22922 # 23872 # 1 # ID=4_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.323
#matched_seq:	265	BX571856	Staphylococcus aureus subsp. aureus strain MRSA252, complete genome.	Bacillales	sucrose operon repressor	CAG41110	Yes	100.0

#input_seq:	contig02_172 # 165547 # 166494 # -1 # ID=2_172;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.296
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	Mg2+ transporter protein, CorA family protein	ABQ50151	Yes	100.0

#input_seq:	contig03_304 # 343630 # 343743 # 1 # ID=3_304;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.307
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	exotoxin	CAG42159	Yes	100.0

#input_seq:	contig02_469 # 511270 # 511698 # 1 # ID=2_469;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.308
#matched_seq:	266	BX571857	Staphylococcus aureus strain MSSA476, complete genome.	Bacillales	putative lipoprotein	CAG44359	Yes	100.0

#input_seq:	contig05_96 # 106321 # 107253 # -1 # ID=5_96;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.301
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	YbbR family protein	ABQ49975	Yes	100.0

#input_seq:	contig01_310 # 329770 # 330702 # -1 # ID=1_310;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.293
#matched_seq:	15757	CP000703	Staphylococcus aureus subsp. aureus JH9, complete genome.	Bacillales	hypothetical protein	ABQ48651	Yes	100.0

