reference_id	former_id	id_bp	VFID	gene_host	gene_name	gene_description	gene_symbol	gene_accession_id	vfdb_number	protein_host	protein_name	protein_description	protein_symbol	protein_accession_id	protein_header	VF_Name	VF_FullName	Bacteria	VFCID	VFcategory	Characteristics	Structure	Function	Mechanism	Reference	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID07098	VFG043031(gb|NP_460154) (flgK) flagellar hook-associated protein FlgK [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1662	VFG012459	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar hook-associated protein FlgK	flgK	gb|NP_460154	12459.0	Escherichia coli CFT073	Antigen 43, AIDA-I type (VF1114) - Biofilm (VFC0271)	autotransporter adhesin Ag43	agn43	gb|WP_000820423	VFG012459(gb|WP_000820423) (agn43) autotransporter adhesin Ag43 [Antigen 43, AIDA-I type (VF1114) - Biofilm (VFC0271)] [Escherichia coli CFT073]											1662	123	1661	0.999398135	148204	189215.9281019209	3846127.183505953	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	604	26	320.64349539632383	6529.235625412131	192.9262908521804	3928.5412908616913
ID10298	VFG043059(gb|NP_460925) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1371	VFG016483	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellum-specific ATP synthase FliI	fliI	gb|NP_460925	16483.0	Mycoplasma pneumoniae M129	EF-Tu (VF0877) - Adherence (VFC0001)	elongation factor Tu	tuf	gb|WP_010875022	VFG016483(gb|WP_010875022) (tuf) elongation factor Tu [EF-Tu (VF0877) - Adherence (VFC0001)] [Mycoplasma pneumoniae M129]											1371	127	1369	0.99854151	121616	188227.0547786539	3826026.695096688	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	516	35	273.92722454387933	5577.956262769304	199.80103905461652	4068.5311909331176
ID12789	VFG043025(gb|NP_460148) (flgE) flagellar hook protein FlgE [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1212	VFG021683	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar hook protein FlgE	flgE	gb|NP_460148	21683.0	Salmonella enterica subsp. enterica serovar Agona str. SL483	Stj (VF0962) - Adherence (VFC0001)	fimbrial biogenesis chaperone StjC	stjC	gb|WP_001112028	VFG021683(gb|WP_001112028) (stjC) fimbrial biogenesis chaperone StjC [Stj (VF0962) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Agona str. SL483]											1212	127	1211	0.999174987	106230	185983.0424970817	3780413.4281648095	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	437	34	231.9887541195257	4723.966834942221	191.4098631349222	3897.662405067839
ID15109	VFG043568(gb|NP_460531) (nmpC) phosphoporin PhoE [OmpD (VF0969) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1089	VFG027186	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	OmpD (VF0969) - Adherence (VFC0001)	phosphoporin PhoE	nmpC	gb|NP_460531	27186.0	Mycobacterium liflandii 128FXT	PrrA/B (VF0823) - Regulation (VFC0301)	two-component system sensor histidine kinase PrrB	prrB	gb|WP_041299634	VFG027186(gb|WP_041299634) (prrB) two-component system sensor histidine kinase PrrB [PrrA/B (VF0823) - Regulation (VFC0301)] [Mycobacterium liflandii 128FXT]											1089	129	1088	0.999081624	92376	179994.84178694885	3658693.329003148	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	365	29	193.76635069479835	3945.647356416271	177.93053323672945	3623.183982016778
ID20074	VFG042608(gb|NP_459033) (bcfH) hypothetical protein [Bcf (VF0950) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	846	VFG039196	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bcf (VF0950) - Adherence (VFC0001)	hypothetical protein	bcfH	gb|NP_459033	39196.0	Coxiella burnetii RSA 493	Dot/Icm T4SS (VF0503) - Effector delivery system (VFC0086)	Type IVB secretion system Dot/Icm ATPase DotB	dotB	gb|NP_820627	VFG039196(gb|NP_820627) (dotB) Type IVB secretion system Dot/Icm ATPase DotB [Dot/Icm T4SS (VF0503) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]											846	125	845	0.9988184	71713	179868.9975632847	3656135.336690465	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	297	43	157.6674141270003	3210.567848919541	186.3681018049649	3794.997457351704
ID20918	VFG043047(gb|NP_460907) (fliY) cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	801	VFG040726	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	cystine ABC transporter substrate-binding protein	fliY	gb|NP_460907	40726.0	Rickettsia prowazekii GvV257	Phospholipase A2 (VF0494) - Exotoxin (VFC0235)	patatin-like phospholipase	pat1	gb|WP_004597946	VFG040726(gb|WP_004597946) (pat1) patatin-like phospholipase [Phospholipase A2 (VF0494) - Exotoxin (VFC0235)] [Rickettsia prowazekii GvV257]											801	127	798	0.99625486	67812	179639.9078755372	3651478.7092894567	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	279	53	148.11181327081846	3015.987979288054	184.90863080002305	3765.278376139892
ID04692	VFG043034(gb|NP_460870) (flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	2079	VFG008035	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar biosynthesis protein FlhA	flhA	gb|NP_460870	8035.0	Mycobacterium tuberculosis RGTB327	Phospholipase C (VF0320) - Exotoxin (VFC0235)	membrane-associated phospholipase A	plcA	gb|YP_005360953	VFG008035(gb|YP_005360953) (plcA) membrane-associated phospholipase A [Phospholipase C (VF0320) - Exotoxin (VFC0235)] [Mycobacterium tuberculosis RGTB327]											2079	123	2078	0.999518215	175816	179445.54973037532	3647528.0580258896	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	716	26	380.10056739034417	7739.954814230275	182.82855574331128	3722.921988566751
ID08949	VFG021079(gb|WP_001031687) (phoQ) two-component system sensor histidine kinase PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Enteritidis str. P125109]	1464	VFG014851	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	PhoPQ (VF0111) - Regulation (VFC0301)	two-component system sensor histidine kinase PhoQ	phoQ	gb|WP_001031687	14851.0	Pseudomonas entomophila L48	Alginate (VF0091) - Biofilm (VFC0271)	alginate o-acetyltransferase AlgI	algI	gb|WP_011535591	VFG014851(gb|WP_011535591) (algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas entomophila L48]											1464	132	1462	0.99863378	123303	178715.14298473808	3632681.3309686496	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	489	36	259.5938232596065	5286.086458322073	177.3181852866165	3610.714793935842
ID15744	VFG041090(gb|NP_459263) (STM0266) hypothetical protein [SCI (Salmonella centrisome island) (VF0974) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1056	VFG029422	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	SCI (Salmonella centrisome island) (VF0974) - Effector delivery system (VFC0086)	hypothetical protein	STM0266	gb|NP_459263	29422.0	Mycobacterium tuberculosis str. Haarlem/NITR202	GPL locus (VF0841) - Immune modulation (VFC0258)	membrane protein	mmpS4	gb|YP_007956640	VFG029422(gb|YP_007956640) (mmpS4) membrane protein [GPL locus (VF0841) - Immune modulation (VFC0258)] [Mycobacterium tuberculosis str. Haarlem/NITR202]											1056	124	1055	0.99905312	88132	177091.81703043924	3599684.5418338766	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	366	34	194.29721740903068	3956.457349173576	183.9935770918851	3746.645217020432
ID24536	VFG043021(gb|NP_460144) (flgA) flagella basal body P-ring formation protein FlgA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	660	VFG045703	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagella basal body P-ring formation protein FlgA	flgA	gb|NP_460144	45703.0	Legionella longbeachae NSW150	Type IV pili (VF0155) - Adherence (VFC0001)	type IV pilus inner membrane platform protein PilM	pilM	gb|WP_003632474	VFG045703(gb|WP_003632474) (pilM) type IV pilus inner membrane platform protein PilM [Type IV pili (VF0155) - Adherence (VFC0001)] [Legionella longbeachae NSW150]											660	129	659	0.9984853200000002	54626	175624.1564399723	3569851.9090857776	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	231	41	122.6302109876669	2497.1083269374208	185.8033499813135	3783.497465056698
ID20624	VFG042607(gb|WP_000914537) (SEN_RS22090) AraC family transcriptional regulator [Sef (VF0952) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Enteritidis str. P125109]	816	VFG040191	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Sef (VF0952) - Adherence (VFC0001)	AraC family transcriptional regulator	SEN_RS22090	gb|WP_000914537	40191.0	Rickettsia felis URRWXCal2	Rvh T4SS (VF0488) - Effector delivery system (VFC0086)	VirB8-like protein of the Type IV secretion system	rvhB8b	gb|WP_011270797	VFG040191(gb|WP_011270797) (rvhB8b) VirB8-like protein of the Type IV secretion system [Rvh T4SS (VF0488) - Effector delivery system (VFC0086)] [Rickettsia felis URRWXCal2]											816	119	815	0.99877445	67376	175203.9332801221	3561310.1772429487	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	248	36	131.6549451296164	2680.878203811604	161.34184452158874	3285.389955651475
ID17288	VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	993	VFG033627	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	RpoS (VF0112) - Regulation (VFC0301)	RNA polymerase sigma factor RpoS	rpoS	gb|NP_461845	33627.0	Escherichia coli O103:H2 str. 12009	TTSS (VF0191) - Effector delivery system (VFC0086)	T3SS-associated peptidoglycan lytic enzyme	etgA	gb|WP_001342442	VFG033627(gb|WP_001342442) (etgA) T3SS-associated peptidoglycan lytic enzyme  [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O103:H2 str. 12009]											993	121	992	0.9989926900000003	81572	174309.33598161055	3543126.005209382	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	330	40	175.186015696667	3567.2976099106013	176.42096243370293	3592.444722971401
ID10248	VFG042066(gb|NP_460656) (steC) type III secretion system effector SteC [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1374	VFG016424	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector SteC	steC	gb|NP_460656	16424.0	Bacillus thuringiensis str. Al Hakam	Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)	mannose-6-phosphate isomerase, class I	manA	gb|WP_000276321	VFG016424(gb|WP_000276321) (manA) mannose-6-phosphate isomerase, class I [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus thuringiensis str. Al Hakam]											1374	109	1373	0.999272048	112569	173844.4625751287	3533676.683138591	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	435	31	230.92702069106105	4702.346849427611	168.06915625259174	3422.3776196707504
ID03192	VFG021387(gb|WP_000669611) (safC) fimbrial biogenesis outer membrane usher protein [Saf (VF0951) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Enteritidis str. P125109]	2511	VFG005901	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Saf (VF0951) - Adherence (VFC0001)	fimbrial biogenesis outer membrane usher protein	safC	gb|WP_000669611	5901.0	Streptococcus mutans UA159	Capsule (VF0144) - Immune modulation (VFC0258)	glycosyltransferase family 1 protein	SMU_RS03820	gb|WP_002261975	VFG005901(gb|WP_002261975) (SMU_RS03820) glycosyltransferase family 1 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus mutans UA159]											2511	117	2510	0.999601776	204396	172724.7076040833	3510915.8084267965	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	817	31	433.7181055278089	8831.764082718064	172.72724234480643	3517.2298218709934
ID06946	VFG043056(gb|NP_460922) (fliF) flagellar M-ring protein FliF [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1683	VFG012081	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar M-ring protein FliF	fliF	gb|NP_460922	12081.0	Campylobacter jejuni subsp. jejuni NCTC 11168	N-linked protein glycosylation (VF0721) - Post-translational modification (VFC0315)	-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase	5	gb|YP_002344521	VFG012081(gb|YP_002344521) (pglI) GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [N-linked protein glycosylation (VF0721) - Post-translational modification (VFC0315)] [Campylobacter jejuni subsp. jejuni NCTC 11168]											1683	118	1682	0.9994059420000002	136836	172522.2211259025	3506799.935329664	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	579	45	307.37182754051577	6258.98580647951	182.63329027956968	3718.9458149016696
ID17057	VFG043063(gb|NP_460929) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	1005	VFG032940	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar motor switch protein FliM	fliM	gb|NP_460929	32940.0	Listeria monocytogenes 08-5578	InlK (VF0439) - Immune modulation (VFC0258)	internalin K	inlK	gb|WP_012951575	VFG032940(gb|WP_012951575) (inlK) internalin K [InlK (VF0439) - Immune modulation (VFC0258)] [Listeria monocytogenes 08-5578]											1005	119	1004	0.9990048050000004	81529	172137.24190639035	3498974.5949574043	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	336	24	178.37121598206096	3632.1575664544303	177.4837969970756	3614.087130800429
ID17254	VFG043057(gb|NP_460923) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	996	VFG033520	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	flagellar motor switch protein FliG	fliG	gb|NP_460923	33520.0	Escherichia coli O127:H6 str. E2348/69	TTSS (VF0172) - Effector delivery system (VFC0086)	Type III secretion system needle length regulator EscP	escP	gb|WP_012579021	VFG033520(gb|WP_012579021) (escP) Type III secretion system needle length regulator EscP [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]											996	112	994	0.99799225	80735	172001.12900471597	3496207.8747536293	1883712	92507	471271540	23184902	0.0039970841438886	0.0001962923540852	0.0491088871334896	327	29	173.59341555397003	3534.867631638687	174.29057786543177	3549.0638871874366
